pmcid,doi,compound,metric,value,unit,holding_potentials_in_paper,status
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,4.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,7.7,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,10.19,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,74.73,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,0.5,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,0.6,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,10,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,28,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,27.67,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,84,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,0.56,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,295,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,9.4,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,7,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,47.2,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,7.05,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,481.5,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,28.6,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9423853,10.1080/19336950.2022.2103234,veratridine,IC 50,1.8,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,carbamazepine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,carbamazepine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,lacosamide,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,lacosamide,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,lamotrigine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,lamotrigine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,lidocaine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,lidocaine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,mexiletine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,mexiletine,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,phenytoin,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4209151,10.1111/bph.12788,phenytoin,IC 50,1.1,mM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,carbamazepine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,carbamazepine,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,carbamazepine,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,carbamazepine,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,carbamazepine,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,flecainide,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,flecainide,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,flecainide,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,flecainide,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,flecainide,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,gs-458967,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,gs-458967,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,gs-458967,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,gs-458967,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,gs-458967,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lamotrigine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lamotrigine,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lamotrigine,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lamotrigine,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lamotrigine,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lidocaine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lidocaine,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lidocaine,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lidocaine,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,lidocaine,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,mexiletine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,mexiletine,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,mexiletine,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,mexiletine,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,mexiletine,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,phenytoin,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,phenytoin,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,phenytoin,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,phenytoin,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,phenytoin,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,ranolazine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,ranolazine,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,ranolazine,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,ranolazine,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,ranolazine,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,riluzole,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,riluzole,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,riluzole,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,riluzole,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,riluzole,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,tetrodotoxin,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,tetrodotoxin,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,tetrodotoxin,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,tetrodotoxin,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,tetrodotoxin,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,veratridine,IC 50,17,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,veratridine,IC 50,333,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,veratridine,IC 50,130,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,veratridine,IC 50,1.9,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7184885,10.3389/fphar.2020.00413,veratridine,IC 50,3.25,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9108390,10.3389/fphar.2022.809802,flecainide,IC 50,30,µM,"-100, -70, -10","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9108390,10.3389/fphar.2022.809802,lidocaine,IC 50,30,µM,"-100, -70, -10","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9108390,10.3389/fphar.2022.809802,ranolazine,IC 50,30,µM,"-100, -70, -10","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9108390,10.3389/fphar.2022.809802,riluzole,IC 50,30,µM,"-100, -70, -10","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9108390,10.3389/fphar.2022.809802,tetrodotoxin,IC 50,30,µM,"-100, -70, -10","CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,cannabidiol,IC 50,1.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,cannabidiol,IC 50,71,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,cannabidiol,IC 50,36,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,flecainide,IC 50,1.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,flecainide,IC 50,71,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,flecainide,IC 50,36,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,lidocaine,IC 50,1.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,lidocaine,IC 50,71,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,lidocaine,IC 50,36,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,phenobarbital,IC 50,1.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,phenobarbital,IC 50,71,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,phenobarbital,IC 50,36,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,phenytoin,IC 50,1.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,phenytoin,IC 50,71,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,phenytoin,IC 50,36,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,tetrodotoxin,IC 50,1.5,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,tetrodotoxin,IC 50,71,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12075551,10.3389/fphar.2025.1561956,tetrodotoxin,IC 50,36,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3153018,10.3389/fphar.2010.00144,lidocaine,IC 50,50,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3153018,10.3389/fphar.2010.00144,mexiletine,IC 50,50,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3153018,10.3389/fphar.2010.00144,tetrodotoxin,IC 50,50,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3153018,10.3389/fphar.2010.00144,topiramate,IC 50,50,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3153018,10.3389/fphar.2010.00144,valproate,IC 50,50,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,amitriptyline,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,amitriptyline,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,amitriptyline,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,cannabidiol,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,cannabidiol,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,cannabidiol,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,lidocaine,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,lidocaine,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,lidocaine,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,mexiletine,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,mexiletine,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,mexiletine,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,phenytoin,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,phenytoin,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,phenytoin,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,saxitoxin,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,saxitoxin,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,saxitoxin,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,tetrodotoxin,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,tetrodotoxin,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,tetrodotoxin,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,veratridine,IC 50,0.023,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,veratridine,IC 50,0.240,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC7811517,10.1007/s00204-020-02956-3,veratridine,IC 50,13,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10142487,10.3390/md21040209,saxitoxin,IC 50,2.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10142487,10.3390/md21040209,tetrodotoxin,IC 50,2.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC10142487,10.3390/md21040209,veratridine,IC 50,2.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9863223,10.3390/toxins15010008,tetrodotoxin,IC 50,114,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC9863223,10.3390/toxins15010008,tetrodotoxin,IC 50,55,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,bupivacaine,IC 50,7.9,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,bupivacaine,IC 50,200,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,bupivacaine,IC 50,1.8,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,bupivacaine,IC 50,10.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,lidocaine,IC 50,7.9,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,lidocaine,IC 50,200,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,lidocaine,IC 50,1.8,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,lidocaine,IC 50,10.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,mexiletine,IC 50,7.9,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,mexiletine,IC 50,200,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,mexiletine,IC 50,1.8,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,mexiletine,IC 50,10.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,ropivacaine,IC 50,7.9,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,ropivacaine,IC 50,200,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,ropivacaine,IC 50,1.8,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC3314985,10.1016/j.nmd.2011.07.001,ropivacaine,IC 50,10.1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,flecainide,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,flecainide,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,lidocaine,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,lidocaine,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,propafenone,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,propafenone,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,quinidine,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC6115351,10.4196/kjpp.2018.22.5.597,quinidine,IC 50,5.04,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,carbamazepine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,eslicarbazepine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,gs-458967,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,lidocaine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,mexiletine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,oxcarbazepine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,phenytoin,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,ranolazine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,ropivacaine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,tetrodotoxin,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,valproate,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC12781457,10.1186/s12885-025-15319-x,veratridine,IC 50,15,µM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,EC 50,10,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,EC 50,1,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,8,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,13,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,3,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,8,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,8,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,3,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,8,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,11,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,445,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,134,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,2.7,μM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
PMC4810223,10.3390/toxins8030078,pf-05089771,IC 50,445,nM,,"CANDIDATE, unverified: compound-to-value pairing not established, needs a human"
