name,smiles,bbb_status,MW,LogP,TPSA,source,split
zometapine,CC1=C2C(c3cccc(Cl)c3)=NCCN=C2N(C)N1,1,274.75,2.27,39.99,MoleculeNet_BBBP,test
zomebazam,Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C,1,284.32,1.76,58.44,MoleculeNet_BBBP,test
zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1,305.34,2.64,74.29,MoleculeNet_BBBP,test
xanomeline,CCCCCCOc1nsnc1C1=CCCN(C)C1,1,281.43,3.22,38.25,MoleculeNet_BBBP,train
viqualine,C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,1,310.44,3.98,34.15,MoleculeNet_BBBP,train
vinylbital,C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,1,224.26,0.96,75.27,MoleculeNet_BBBP,train
seproxetine,NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,295.3,4.17,35.25,MoleculeNet_BBBP,train
vinbarbital,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1,224.26,1.11,75.27,MoleculeNet_BBBP,train
valperinol,CO[C@@H]1O[C@H]2O[C@@]3(CN4CCCCC4)[C@@H]1[C@H](C[C@@H]3O)[C@H]2C,1,297.39,1.2,51.16,MoleculeNet_BBBP,test
valnoctamide,CCC(C)C(CC)C(N)=O,1,143.23,1.54,43.09,MoleculeNet_BBBP,train
valdetamide,C=CCC(CC)(CC)C(N)=O,1,155.24,1.85,43.09,MoleculeNet_BBBP,train
ulobetasol,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,1,428.9,3.09,74.6,MoleculeNet_BBBP,train
tuclazepam,CN1c2ccccc2C(c2ccccc2Cl)=NCC1(Cl)CO,1,335.23,3.55,35.83,MoleculeNet_BBBP,train
tropapride,COc1cccc(C(=O)NC2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,1,380.49,3.63,50.8,MoleculeNet_BBBP,test
trimethadione,CN1C(=O)OC(C)(C)C1=O,1,143.14,0.37,46.61,MoleculeNet_BBBP,train
trifluomeprazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,366.45,5.51,6.48,MoleculeNet_BBBP,train
triclacetamol,O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl,1,254.5,2.7,49.33,MoleculeNet_BBBP,train
triamcinolone-hexacetonide,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,532.65,4.41,99.13,MoleculeNet_BBBP,train
valpromide,CCCC(CCC)C(N)=O,1,143.23,1.69,43.09,MoleculeNet_BBBP,train
etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,1,342.86,4.2,43.07,MoleculeNet_BBBP,train
sabeluzole,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,1,415.53,3.78,48.83,MoleculeNet_BBBP,test
ropizine,Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,1,370.5,4.13,31.73,MoleculeNet_BBBP,test
piminodine,CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,1,366.51,4.09,41.57,MoleculeNet_BBBP,test
pimethixene,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,1,293.44,4.68,3.24,MoleculeNet_BBBP,test
pheniprazine,CC(Cc1ccccc1)NN,1,150.22,1.08,38.05,MoleculeNet_BBBP,train
phenelzine,NNCCc1ccccc1.[Cl],1,171.65,1.38,38.05,MoleculeNet_BBBP,train
phendimetrazine,C[C@H]1[C@H](c2ccccc2)OCCN1C,1,191.27,2.08,12.47,MoleculeNet_BBBP,train
phenaglycodol,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,1,214.69,2.32,40.46,MoleculeNet_BBBP,train
perisoxal,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,1,272.35,2.86,49.5,MoleculeNet_BBBP,test
pentamoxane,CC(C)CCNCC1COc2ccccc2O1,1,235.33,2.46,30.49,MoleculeNet_BBBP,train
penciclovir,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,1,253.26,-1.31,130.05,MoleculeNet_BBBP,train
paraxazone,NC(=O)CN1C(=O)COc2ccccc21,1,206.2,-0.1,72.63,MoleculeNet_BBBP,test
parapropamol,CCC(=O)Nc1ccc(O)cc1,1,165.19,1.74,49.33,MoleculeNet_BBBP,train
paramethasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,392.47,1.75,94.83,MoleculeNet_BBBP,train
paramethadione,CCC1(C)OC(=O)N(C)C1=O,1,157.17,0.76,46.61,MoleculeNet_BBBP,train
oxyridazine,COc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1,354.52,5.17,15.71,MoleculeNet_BBBP,train
oxomemazine,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,1,330.45,3.17,40.62,MoleculeNet_BBBP,test
oxilorphan,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3,1,313.44,2.98,43.7,MoleculeNet_BBBP,test
pinazepam,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,308.77,3.16,32.67,MoleculeNet_BBBP,train
pipradrol,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,1,267.37,3.06,32.26,MoleculeNet_BBBP,test
piribedil,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,1,298.35,1.53,50.72,MoleculeNet_BBBP,test
rolziracetam,O=C1CCC2CCC(=O)N12,1,139.15,0.3,37.38,MoleculeNet_BBBP,test
roletamide,COc1cc(C(=O)/C=C/N2CC=CC2)cc(OC)c1OC,1,289.33,2.28,48,MoleculeNet_BBBP,test
roflurane,COC(F)(F)C(F)Br,1,192.96,1.92,9.23,MoleculeNet_BBBP,train
riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1.[Cl-].[H+],1,270.66,-0.11,48.14,MoleculeNet_BBBP,train
rilapine,CN1CCN(C2=Cc3cc(Cl)ccc3/C(=C\C#N)c3ccccc32)CC1,1,361.88,4.35,30.27,MoleculeNet_BBBP,test
revospirone,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCN(c2ncccn2)CC1,1,387.47,0.83,86.71,MoleculeNet_BBBP,test
remoxipride,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1,371.28,2.68,50.8,MoleculeNet_BBBP,train
reboxetine,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,1,313.4,3.19,39.72,MoleculeNet_BBBP,test
razobazam,Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,1,270.29,1.75,69.3,MoleculeNet_BBBP,test
ralitoline,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C,1,296.78,2.63,49.41,MoleculeNet_BBBP,test
quinupramine,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,1,304.44,4.02,6.48,MoleculeNet_BBBP,test
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,1,238.2,0.7,73.8,MoleculeNet_BBBP,test
pyrovalerone,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,1,245.37,3.44,20.31,MoleculeNet_BBBP,test
prothipendyl,CN(C)CCCN1c2ccccc2Sc2cccnc21,1,285.42,3.64,19.37,MoleculeNet_BBBP,test
prosulpride,CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,355.46,0.95,101.73,MoleculeNet_BBBP,train
propoxate,CCCOC(=O)c1cncn1C(C)c1ccccc1,1,258.32,3.06,44.12,MoleculeNet_BBBP,train
profexalone,CCCNC(=O)N1CC(c2ccccc2)OC1=O,1,248.28,2.3,58.64,MoleculeNet_BBBP,test
procinonide,CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,1,508.56,3.33,99.13,MoleculeNet_BBBP,train
prideperone,COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,1,409.46,3.03,82.43,MoleculeNet_BBBP,test
premazepam,Cc1c2c(cn1C)NC(=O)CN=C2c1ccccc1,1,253.31,2.12,46.39,MoleculeNet_BBBP,test
prednival,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,444.57,3.3,100.9,MoleculeNet_BBBP,train
prednisolone-hemisuccinate,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],1,482.51,-2.36,141.03,MoleculeNet_BBBP,train
prednisolone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,402.49,2.13,100.9,MoleculeNet_BBBP,train
pizotifen,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,1,295.45,4.37,3.24,MoleculeNet_BBBP,test
pyrithyldione,CCC1(CC)C(=O)C=CNC1=O,1,167.21,1.01,46.17,MoleculeNet_BBBP,train
tetrantoin,O=C1NC(=O)C2(CCc3ccccc3C2)N1,1,216.24,0.75,58.2,MoleculeNet_BBBP,test
ethyl-chloride,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,1,360.77,3.2,67.76,MoleculeNet_BBBP,train
eterobarb,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,1,320.35,1.33,76.15,MoleculeNet_BBBP,train
aletamine(alfetamine),C=CCC(N)Cc1ccccc1,1,161.25,2.13,26.02,MoleculeNet_BBBP,train
alclometasone,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1,408.92,2.02,94.83,MoleculeNet_BBBP,train
albutoin,C=CCN1C(=O)C(CC(C)C)NC1=S,1,212.32,1.3,32.34,MoleculeNet_BBBP,test
adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1,351.84,3.33,46.31,MoleculeNet_BBBP,train
aceprometazine,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1,326.46,4.44,23.55,MoleculeNet_BBBP,train
zylofuramine,CCN[C@H](Cc1ccccc1)[C@H]1CCCO1,1,219.33,2.39,21.26,MoleculeNet_BBBP,test
zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1,331.87,4.88,12.47,MoleculeNet_BBBP,train
zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,388.82,1.57,91.76,MoleculeNet_BBBP,test
zoniclezole,CC(c1noc2ccc(Cl)cc12)n1ccnc1,1,247.69,3.29,43.85,MoleculeNet_BBBP,test
zoloperone,COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1,1,397.45,3.15,61.71,MoleculeNet_BBBP,test
zolazepam,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,1,286.31,1.68,50.49,MoleculeNet_BBBP,test
ziprasidone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1,412.95,3.81,48.47,MoleculeNet_BBBP,test
zetidoline,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1,307.83,2.92,26.79,MoleculeNet_BBBP,test
zalospirone,O=C1[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C=C[C@H]43)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,419.53,1.6,69.64,MoleculeNet_BBBP,test
zafuleptine,CC(C)C(CCCCCC(=O)O)NCc1ccc(F)cc1,1,295.4,3.98,49.33,MoleculeNet_BBBP,train
xylazine,Cc1cccc(C)c1NC1=NCCCS1,1,220.34,3.21,24.39,MoleculeNet_BBBP,test
xorphanol,C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,1,337.51,4.66,23.47,MoleculeNet_BBBP,test
xaliproden,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,1,381.44,6.19,3.24,MoleculeNet_BBBP,test
viloxazine,CCOc1ccccc1OCC1CNCCO1,1,237.3,1.45,39.72,MoleculeNet_BBBP,test
vigabatrin,C=CC(N)CCC(=O)O,1,129.16,0.36,63.32,MoleculeNet_BBBP,train
veralipride,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1,383.47,0.73,110.96,MoleculeNet_BBBP,train
venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,277.41,3.04,32.7,MoleculeNet_BBBP,train
velnacrine,Nc1c2c(nc3ccccc13)CCCC2O,1,214.27,2.19,59.14,MoleculeNet_BBBP,train
alimemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1,298.46,4.49,6.48,MoleculeNet_BBBP,train
alphaprodine(betaprodine),CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,1,261.36,2.81,29.54,MoleculeNet_BBBP,train
benzphetamine(benzfetamine),CC(Cc1ccccc1)N(C)Cc1ccccc1,1,239.36,3.75,3.24,MoleculeNet_BBBP,train
benzoctamine,CNCC12CCC(c3ccccc31)c1ccccc12,1,249.36,3.43,12.03,MoleculeNet_BBBP,train
benzoclidine,O=C(OC1CN2CCC1CC2)c1ccccc1,1,231.3,1.94,29.54,MoleculeNet_BBBP,test
benmoxin,CC(NNC(=O)c1ccccc1)c1ccccc1,1,240.31,2.68,41.13,MoleculeNet_BBBP,test
beloxepin,Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,1,295.38,3.41,32.7,MoleculeNet_BBBP,train
befuraline,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,1,320.39,3.39,36.69,MoleculeNet_BBBP,test
beclomethasonedipropionate(beclometasone-dipropionate),CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1,521.05,4.09,106.97,MoleculeNet_BBBP,train
bazinaprine,N#Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1,309.37,1.76,74.07,MoleculeNet_BBBP,train
atibeprone,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,1,330.41,3.96,65.22,MoleculeNet_BBBP,test
asimadoline,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,1,414.55,4.08,43.78,MoleculeNet_BBBP,test
aptazapine,CN1CCN2c3ccccc3Cn3cccc3C2C1.O=C(O)/C=C\C(=O)O,1,369.42,2.05,86.01,MoleculeNet_BBBP,test
anisopirol,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,1,358.46,3.47,35.94,MoleculeNet_BBBP,test
amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1,313.79,3.43,36.86,MoleculeNet_BBBP,train
amiperone,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,430.95,4.56,40.62,MoleculeNet_BBBP,train
aminopromazine,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,327.5,3.78,9.72,MoleculeNet_BBBP,train
aminoglutethimide,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1,232.28,1.35,72.19,MoleculeNet_BBBP,train
amiflamine,Cc1cc(N(C)C)ccc1C[C@H](C)N.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,342.39,-0.17,144.32,MoleculeNet_BBBP,train
amfonelic-acid,CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,1,308.34,2.71,72.19,MoleculeNet_BBBP,test
amedalin,CNCCCC1(C)C(=O)N(c2ccccc2)c2ccccc21,1,294.4,3.62,32.34,MoleculeNet_BBBP,test
valtrate,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1,422.47,2.66,100.66,MoleculeNet_BBBP,train
valproatepivoxil,CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,1,258.36,3.29,52.6,MoleculeNet_BBBP,train
tixadil,CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,1,359.54,5.89,12.03,MoleculeNet_BBBP,test
tisocromide,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,1,414.52,1.57,94.17,MoleculeNet_BBBP,test
tipredane,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,410.62,5.17,37.3,MoleculeNet_BBBP,train
tiospirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1,440.61,3.91,56.75,MoleculeNet_BBBP,test
tiomergine,CN1CC(CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)CC21,1,347.49,4.22,31.92,MoleculeNet_BBBP,test
tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1,247.28,0.53,95.1,MoleculeNet_BBBP,train
timobesone-acetate,CSC(=O)C1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,1,450.57,3.79,80.67,MoleculeNet_BBBP,train
timirdine,N=C1SCCN1c1ccc(Cl)cc1N,1,227.72,2.41,53.11,MoleculeNet_BBBP,test
timelotem,CN1CCN2c3cc(F)ccc3C(c3cccs3)=NCC2C1,1,315.42,2.86,18.84,MoleculeNet_BBBP,test
tilidine,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C.[Cl-].[H+],1,309.84,-0.12,29.54,MoleculeNet_BBBP,test
tifemoxone,S=C1NCCC(COc2ccccc2)O1,1,223.3,1.73,30.49,MoleculeNet_BBBP,test
tienocarbine,Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4,1,256.37,3.68,19.03,MoleculeNet_BBBP,train
tianeptine,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1,436.96,4.19,86.71,MoleculeNet_BBBP,test
tiagabine,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1,375.56,5.04,40.54,MoleculeNet_BBBP,test
thozalinone(tozalinone),CN(C)C1=NC(=O)C(c2ccccc2)O1,1,204.23,1.2,41.9,MoleculeNet_BBBP,train
thiamylal,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1,254.35,1.52,58.2,MoleculeNet_BBBP,train
thebacon,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,1,341.41,2.42,48,MoleculeNet_BBBP,train
tofisopam,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1,382.46,4.44,61.64,MoleculeNet_BBBP,train
cyprenorphine,COC12C=CC3(CC1C(C)(C)O)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,1,423.55,3.16,62.16,MoleculeNet_BBBP,train
valdipromide,CCCC(CCC)(CCC)C(N)=O,1,185.31,2.86,43.09,MoleculeNet_BBBP,train
valaciclovir,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,1,324.34,-0.8,151.14,MoleculeNet_BBBP,train
urethane,CCOC(N)=O,1,89.09,0.1,52.32,MoleculeNet_BBBP,train
umespirone,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,1,512.65,2.39,90.47,MoleculeNet_BBBP,test
uldazepam,C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,1,360.24,4.58,45.98,MoleculeNet_BBBP,test
trocimine,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,1,307.39,3.12,48,MoleculeNet_BBBP,test
trizoxime,N/C(N=O)=C1\NNc2ccccc2N(Cc2ccccc2)C1=O,1,309.33,2.04,99.82,MoleculeNet_BBBP,test
triclonide,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,1,505.84,5.13,52.6,MoleculeNet_BBBP,train
triclofos,O=P(O)(O)OCC(Cl)(Cl)Cl,1,229.38,1.47,66.76,MoleculeNet_BBBP,train
besipirdine,CCCN(c1ccncc1)n1ccc2ccccc21.[Cl-].[H+],1,287.79,0.83,21.06,MoleculeNet_BBBP,test
tricetamide,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1,324.38,1.31,77.1,MoleculeNet_BBBP,train
triamcinolone-furetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1,1,578.63,5.03,112.27,MoleculeNet_BBBP,test
trefentanil,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1.[Cl-].[H+],1,503.02,0.15,76.26,MoleculeNet_BBBP,test
trebenzomine,CC1Oc2ccccc2CC1N(C)C,1,191.27,1.94,12.47,MoleculeNet_BBBP,train
tramadol,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1.[Cl-].[H+],1,299.84,-0.25,32.7,MoleculeNet_BBBP,train
tralonide,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,1,489.39,4.86,52.6,MoleculeNet_BBBP,train
topiramate,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,1,339.37,-0.4,115.54,MoleculeNet_BBBP,test
tonazocine,CCCCCC(=O)CC[C@]1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,1,357.54,4.85,40.54,MoleculeNet_BBBP,train
tolufazepam,Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,1,487.41,4.96,66.81,MoleculeNet_BBBP,test
tolquinzole,CCC1(O)CCN2CCc3ccc(C)cc3C2C1,1,245.37,2.83,23.47,MoleculeNet_BBBP,train
tolpiprazole,Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,1,284.41,2.39,35.16,MoleculeNet_BBBP,train
tribromoethanol,OC(Br)(Br)CBr,1,282.76,1.82,20.23,MoleculeNet_BBBP,train
betamethasone-acetate(dexamethasone-acetate),CC(=O)OCC(=O)[C@@]1(OC(=O)C(C)C)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,504.6,3.67,106.97,MoleculeNet_BBBP,train
betamethasone-dipropionate(dexamethasone-dipropionate),CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,434.5,2.47,100.9,MoleculeNet_BBBP,train
dextromoramide(levomoramideandracemoramide),CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1,392.54,3.56,32.78,MoleculeNet_BBBP,test
dexclamol,CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1,347.5,4.45,23.47,MoleculeNet_BBBP,train
desomorphine,CN1CCC23c4c5ccc(O)c4OC2CCCC3C1C5,1,271.36,2.45,32.7,MoleculeNet_BBBP,train
desflurane,FC(F)OC(F)C(F)(F)F,1,168.04,2.08,9.23,MoleculeNet_BBBP,train
denzimol,OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,1,292.38,3.4,38.05,MoleculeNet_BBBP,test
demexiptiline,CNCCON=c1c2ccccc2ccc2ccccc12,1,278.36,3.04,33.62,MoleculeNet_BBBP,test
delorazepam,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,1,305.16,3.78,41.46,MoleculeNet_BBBP,train
delergotrile,CN1C[C@@H](CC#N)CC2c3cccc4[nH]cc(c34)C[C@H]21,1,265.36,3.04,42.82,MoleculeNet_BBBP,train
deflazacort,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1,441.52,2.56,102.26,MoleculeNet_BBBP,train
declenperone,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,1,381.45,3.45,58.1,MoleculeNet_BBBP,train
dazepinil,CC1=Nc2ccccc2CC(c2ccccc2)N1C,1,250.34,3.97,15.6,MoleculeNet_BBBP,test
darvon(dextropropoxypheneandlevopropoxyphene),CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.[Cl-].[H+],1,375.94,1.39,29.54,MoleculeNet_BBBP,train
danitracen,CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,1,291.39,3.61,23.47,MoleculeNet_BBBP,test
damotepine,CN(C)CC1=Cc2ccccc2Sc2ccccc21,1,267.4,4.25,3.24,MoleculeNet_BBBP,train
daledalin,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,1,280.42,4.1,15.27,MoleculeNet_BBBP,test
dabelotine,CN1CCCc2cccc(OCC3CNCCO3)c21,1,262.35,1.44,33.73,MoleculeNet_BBBP,test
cyprazepam,ON1CC(=NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1,1,339.83,2.63,48.19,MoleculeNet_BBBP,test
cypenamine,NC1CCCC1c1ccccc1,1,161.25,2.28,26.02,MoleculeNet_BBBP,test
cyclazodone,O=C1N=C(NC2CC2)OC1c1ccccc1,1,216.24,1.39,50.69,MoleculeNet_BBBP,test
cyamemazine,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,1,323.47,4.36,30.27,MoleculeNet_BBBP,train
cropropamide,C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,1,240.35,1.67,40.62,MoleculeNet_BBBP,train
dezocine,CC12CCCCCC(Cc3ccc(O)cc31)C2N,1,245.37,3.11,46.25,MoleculeNet_BBBP,test
diacetylnalorphine,C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,1,395.46,2.54,65.07,MoleculeNet_BBBP,train
eptazocine,CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,1,231.34,2.55,23.47,MoleculeNet_BBBP,test
