# WHAT THIS FILE CONTAINS: All 1036 model inputs in the exact order the estimator receives them: 1024 ECFP-4 fingerprint bits followed by 12 named physicochemical descriptors.
# WHAT IT IS USED FOR: Reading the feature matrix, and confirming that every endpoint shares one fixed representation.
# GENERATED FROM: src/brainsafe/features/featurize.py
position,feature,block,type,meaning
689,ecfp4_688,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
690,ecfp4_689,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
691,ecfp4_690,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
692,ecfp4_691,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
693,ecfp4_692,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
694,ecfp4_693,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
695,ecfp4_694,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
696,ecfp4_695,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
697,ecfp4_696,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
698,ecfp4_697,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
699,ecfp4_698,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
700,ecfp4_699,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
701,ecfp4_700,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
702,ecfp4_701,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
703,ecfp4_702,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
704,ecfp4_703,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
705,ecfp4_704,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
706,ecfp4_705,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
707,ecfp4_706,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
708,ecfp4_707,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
709,ecfp4_708,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
710,ecfp4_709,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
711,ecfp4_710,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
712,ecfp4_711,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
713,ecfp4_712,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
714,ecfp4_713,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
715,ecfp4_714,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
716,ecfp4_715,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
717,ecfp4_716,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
718,ecfp4_717,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
719,ecfp4_718,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
720,ecfp4_719,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
721,ecfp4_720,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
722,ecfp4_721,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
723,ecfp4_722,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
724,ecfp4_723,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
725,ecfp4_724,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
726,ecfp4_725,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
727,ecfp4_726,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
728,ecfp4_727,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
729,ecfp4_728,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
730,ecfp4_729,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
731,ecfp4_730,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
732,ecfp4_731,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
733,ecfp4_732,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
734,ecfp4_733,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
735,ecfp4_734,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
736,ecfp4_735,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
737,ecfp4_736,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
738,ecfp4_737,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
739,ecfp4_738,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
740,ecfp4_739,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
741,ecfp4_740,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
742,ecfp4_741,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
743,ecfp4_742,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
744,ecfp4_743,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
745,ecfp4_744,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
746,ecfp4_745,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
747,ecfp4_746,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
748,ecfp4_747,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
749,ecfp4_748,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
750,ecfp4_749,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
751,ecfp4_750,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
752,ecfp4_751,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
753,ecfp4_752,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
754,ecfp4_753,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
755,ecfp4_754,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
756,ecfp4_755,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
757,ecfp4_756,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
758,ecfp4_757,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
759,ecfp4_758,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
760,ecfp4_759,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
761,ecfp4_760,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
762,ecfp4_761,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
763,ecfp4_762,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
764,ecfp4_763,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
765,ecfp4_764,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
766,ecfp4_765,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
767,ecfp4_766,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
768,ecfp4_767,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
769,ecfp4_768,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
770,ecfp4_769,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
771,ecfp4_770,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
772,ecfp4_771,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
773,ecfp4_772,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
774,ecfp4_773,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
775,ecfp4_774,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
776,ecfp4_775,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
777,ecfp4_776,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
778,ecfp4_777,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
779,ecfp4_778,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
780,ecfp4_779,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
781,ecfp4_780,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
782,ecfp4_781,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
783,ecfp4_782,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
784,ecfp4_783,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
785,ecfp4_784,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
786,ecfp4_785,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
787,ecfp4_786,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
788,ecfp4_787,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
789,ecfp4_788,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
790,ecfp4_789,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
791,ecfp4_790,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
792,ecfp4_791,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
793,ecfp4_792,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
794,ecfp4_793,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
795,ecfp4_794,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
796,ecfp4_795,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
797,ecfp4_796,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
798,ecfp4_797,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
799,ecfp4_798,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
800,ecfp4_799,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
801,ecfp4_800,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
802,ecfp4_801,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
803,ecfp4_802,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
804,ecfp4_803,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
805,ecfp4_804,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
806,ecfp4_805,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
807,ecfp4_806,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
808,ecfp4_807,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
809,ecfp4_808,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
810,ecfp4_809,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
811,ecfp4_810,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
812,ecfp4_811,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
813,ecfp4_812,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
814,ecfp4_813,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
815,ecfp4_814,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
816,ecfp4_815,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
817,ecfp4_816,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
818,ecfp4_817,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
819,ecfp4_818,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
820,ecfp4_819,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
821,ecfp4_820,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
822,ecfp4_821,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
823,ecfp4_822,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
824,ecfp4_823,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
825,ecfp4_824,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
826,ecfp4_825,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
827,ecfp4_826,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
828,ecfp4_827,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
829,ecfp4_828,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
830,ecfp4_829,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
831,ecfp4_830,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
832,ecfp4_831,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
833,ecfp4_832,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
834,ecfp4_833,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
835,ecfp4_834,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
836,ecfp4_835,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
837,ecfp4_836,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
838,ecfp4_837,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
839,ecfp4_838,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
840,ecfp4_839,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
841,ecfp4_840,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
842,ecfp4_841,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
843,ecfp4_842,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
844,ecfp4_843,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
845,ecfp4_844,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
846,ecfp4_845,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
847,ecfp4_846,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
848,ecfp4_847,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
849,ecfp4_848,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
850,ecfp4_849,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
851,ecfp4_850,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
852,ecfp4_851,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
853,ecfp4_852,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
854,ecfp4_853,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
855,ecfp4_854,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
856,ecfp4_855,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
857,ecfp4_856,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
858,ecfp4_857,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
859,ecfp4_858,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
860,ecfp4_859,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
861,ecfp4_860,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
862,ecfp4_861,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
863,ecfp4_862,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
864,ecfp4_863,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
865,ecfp4_864,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
866,ecfp4_865,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
867,ecfp4_866,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
868,ecfp4_867,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
869,ecfp4_868,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
870,ecfp4_869,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
871,ecfp4_870,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
872,ecfp4_871,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
873,ecfp4_872,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
874,ecfp4_873,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
875,ecfp4_874,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
876,ecfp4_875,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
877,ecfp4_876,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
878,ecfp4_877,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
879,ecfp4_878,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
880,ecfp4_879,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
881,ecfp4_880,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
882,ecfp4_881,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
883,ecfp4_882,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
884,ecfp4_883,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
885,ecfp4_884,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
886,ecfp4_885,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
887,ecfp4_886,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
888,ecfp4_887,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
889,ecfp4_888,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
890,ecfp4_889,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
891,ecfp4_890,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
892,ecfp4_891,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
893,ecfp4_892,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
894,ecfp4_893,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
895,ecfp4_894,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
896,ecfp4_895,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
897,ecfp4_896,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
898,ecfp4_897,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
899,ecfp4_898,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
900,ecfp4_899,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
901,ecfp4_900,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
902,ecfp4_901,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
903,ecfp4_902,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
904,ecfp4_903,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
905,ecfp4_904,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
906,ecfp4_905,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
907,ecfp4_906,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
908,ecfp4_907,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
909,ecfp4_908,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
910,ecfp4_909,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
911,ecfp4_910,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
912,ecfp4_911,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
913,ecfp4_912,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
914,ecfp4_913,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
915,ecfp4_914,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
916,ecfp4_915,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
917,ecfp4_916,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
918,ecfp4_917,ECFP-4 fingerprint bit,"binary, 0 or 1","presence of a circular substructure of radius 2, hashed to this bit"
