name,smiles,bbb,compound_type,data_source,ad_target_count,pd_target_count,als_target_count,hd_target_count,antioxidant,anti_inflammatory,mitochondrial_support,aggregation_modulation,cognitive_enhancement,neurogenesis,synaptic_plasticity,tier,sample_weight,nps,phenolic_oh_count,catechol_flag,aromatic_ring_count,hbd_count,tpsa,rotatable_bonds
CABERGOLINE,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,63.0,63.0,56.0,59.0,54.0,42.0,42.0,gold_ml_predicted,0.9,57.1,0,0,2,2,71.7,8
MELEVODOPA,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,Low-Med,Clinical Candidate,chembl_ml_predicted,0,2,0,0,65.0,62.0,52.0,54.0,55.0,42.0,43.0,gold_ml_predicted,0.9,56.3,2,1,1,3,92.8,3
DEXETIMIDE,O=C1CC[C@@](c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,72.0,65.0,62.0,59.0,56.0,48.0,50.0,gold_ml_predicted,0.9,61.6,0,0,2,1,49.4,4
PARDOPRUNOX,CN1CCN(c2cccc3[nH]c(=O)oc23)CC1,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,67.0,63.0,60.0,57.0,58.0,47.0,55.0,gold_ml_predicted,0.9,60.1,0,0,2,1,52.5,1
GLYCEROL PHENYLBUTYRATE,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1,Low,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,70.0,65.0,54.0,57.0,55.0,41.0,45.0,gold_ml_predicted,0.9,58.8,0,0,3,0,78.9,17
TOZADENANT,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,Medium,Clinical Candidate,chembl_ml_predicted,0,2,0,0,64.0,63.0,51.0,58.0,54.0,40.0,42.0,gold_ml_predicted,0.9,56.4,0,0,2,2,87.2,3
IPRATROPIUM BROMIDE,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O.[Br-],High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,62.0,61.0,54.0,62.0,54.0,42.0,43.0,gold_ml_predicted,0.9,56.7,0,0,1,1,78.0,5
ATROPINE SULFATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,High,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,61.0,59.0,54.0,61.0,54.0,41.0,42.0,gold_ml_predicted,0.9,55.8,0,0,1,3,124.4,4
NABILONE,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,Low-Med,FDA-Approved Drug,chembl_ml_predicted,0,2,0,0,66.0,65.0,52.0,59.0,56.0,41.0,44.0,gold_ml_predicted,0.9,58.0,1,0,1,1,46.5,6
PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,77.0,73.0,64.0,63.0,76.0,58.0,69.0,gold_ml_predicted,0.9,70.2,0,0,2,2,58.2,2
SULPIRIDE,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,68.0,71.0,62.0,54.0,79.0,57.0,72.0,gold_ml_predicted,0.9,66.9,0,0,1,2,101.7,6
PHENOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,71.0,75.0,63.0,60.0,77.0,57.0,70.0,gold_ml_predicted,0.9,68.9,0,0,1,2,75.3,2
FLUOXETINE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,73.0,65.0,66.0,78.0,59.0,66.0,gold_ml_predicted,0.9,69.9,0,0,2,1,21.3,6
PAROXETINE,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,75.0,73.0,64.0,58.0,78.0,58.0,70.0,gold_ml_predicted,0.9,69.4,0,1,2,1,39.7,4
SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,72.0,65.0,58.0,78.0,60.0,71.0,gold_ml_predicted,0.9,69.4,0,0,3,1,40.5,5
PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,69.0,70.0,66.0,52.0,81.0,59.0,77.0,gold_ml_predicted,0.9,67.9,0,0,2,1,30.0,6
OXAZEPAM,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,71.0,68.0,53.0,79.0,61.0,66.0,gold_ml_predicted,0.9,68.5,0,0,2,2,61.7,1
LORMETAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,69.0,65.0,53.0,76.0,60.0,65.0,gold_ml_predicted,0.9,67.3,0,0,2,1,52.9,1
ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,71.0,63.0,62.0,78.0,56.0,68.0,gold_ml_predicted,0.9,68.9,0,0,1,2,133.1,3
TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,70.0,64.0,56.0,79.0,57.0,69.0,gold_ml_predicted,0.9,67.4,0,0,2,0,6.5,4
MAPROTILINE,CNCCCC12CCC(c3ccccc31)c1ccccc12,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,69.0,64.0,58.0,80.0,59.0,70.0,gold_ml_predicted,0.9,67.9,0,0,2,1,12.0,4
LAMOTRIGINE,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,69.0,65.0,52.0,82.0,60.0,70.0,gold_ml_predicted,0.9,68.4,0,0,2,2,90.7,1
TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,72.0,67.0,53.0,78.0,60.0,72.0,gold_ml_predicted,0.9,68.8,0,1,3,1,74.9,1
PIPAMPERONE,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,67.0,69.0,65.0,52.0,79.0,56.0,70.0,gold_ml_predicted,0.9,66.1,0,0,1,1,66.6,7
FLUSPIRILENE,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,70.0,71.0,66.0,60.0,78.0,55.0,70.0,gold_ml_predicted,0.9,68.3,0,0,3,1,35.6,7
GABAPENTIN,NCC1(CC(=O)O)CCCCC1,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,69.0,64.0,55.0,78.0,56.0,68.0,gold_ml_predicted,0.9,66.4,0,0,0,2,63.3,3
TIAPRIDE,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,74.0,75.0,63.0,58.0,79.0,56.0,71.0,gold_ml_predicted,0.9,69.6,0,0,1,1,75.7,8
OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,75.0,71.0,64.0,54.0,77.0,60.0,64.0,gold_ml_predicted,0.9,68.0,0,0,2,1,63.4,0
MOCLOBEMIDE,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,High,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,71.0,61.0,58.0,78.0,55.0,70.0,gold_ml_predicted,0.9,67.3,0,0,1,1,41.6,4
ZOPICLONE,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,70.0,72.0,64.0,53.0,81.0,59.0,70.0,gold_ml_predicted,0.9,67.9,0,0,2,0,91.8,2
ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,74.0,63.0,54.0,80.0,58.0,74.0,gold_ml_predicted,0.9,68.9,0,1,2,1,60.5,7
TOPIRAMATE,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,72.0,67.0,66.0,55.0,78.0,57.0,65.0,gold_ml_predicted,0.9,66.9,0,0,0,1,115.5,3
PALIPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,73.0,71.0,61.0,62.0,80.0,62.0,76.0,gold_ml_predicted,0.9,69.7,0,0,3,1,84.4,4
FLUPHENAZINE ENANTHATE,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Low,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,74.0,73.0,64.0,55.0,79.0,59.0,77.0,gold_ml_predicted,0.9,69.5,0,0,2,0,36.0,12
VENLAFAXINE HYDROCHLORIDE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,Medium,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,70.0,62.0,58.0,80.0,57.0,71.0,gold_ml_predicted,0.9,67.3,0,0,1,1,32.7,5
MEGESTROL ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Low-Med,FDA-Approved Drug,chembl_ml_predicted,2,0,0,0,68.0,69.0,65.0,62.0,79.0,57.0,68.0,gold_ml_predicted,0.9,67.7,0,0,0,0,60.4,2
NICERGOLINE,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,Low-Med,Clinical Candidate,chembl_ml_predicted,2,0,0,0,73.0,73.0,65.0,55.0,78.0,60.0,66.0,gold_ml_predicted,0.9,68.6,0,0,3,0,56.6,4
MELPERONE,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,Medium,Clinical Candidate,chembl_ml_predicted,2,0,0,0,72.0,71.0,66.0,57.0,79.0,57.0,70.0,gold_ml_predicted,0.9,68.6,0,0,1,0,20.3,5
Diosmetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,Low-Med,flavone,curated_smiles,1,0,0,0,66.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,42.7,3,1,3,3,100.1,2
Tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,Medium,flavone,curated_smiles,1,0,0,0,35.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,36.1,0,1,3,0,76.4,6
Acacetin,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,Medium,flavone,curated_smiles,1,0,0,0,50.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,39.3,2,0,3,2,79.9,2
Hispidulin,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1OC,Medium,flavone,curated_smiles,1,0,0,0,45.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,38.2,1,1,3,1,68.9,3
Eupatorin,COc1cc(-c2cc(=O)c3c(OC)cc(O)cc3o2)ccc1O,Medium,flavone,curated_smiles,1,0,0,0,58.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,41.0,2,1,3,2,89.1,3
Cirsiliol,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,Medium,flavone,curated_smiles,1,0,0,0,45.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,38.2,1,1,3,1,68.9,3
Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,Low,flavonol,curated_smiles,1,0,0,0,72.0,50.0,40.0,40.0,45.0,30.0,30.0,gold_curated,0.1,48.3,5,0,3,5,131.4,1
Azaleatin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,Low,flavonol,curated_smiles,1,0,0,0,73.0,50.0,40.0,40.0,45.0,30.0,30.0,gold_curated,0.1,48.5,4,1,3,4,120.4,2
Quercitrin,O=c1c(OC2OC(C)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Low,flavonol,curated_smiles,1,0,0,0,73.0,50.0,40.0,40.0,45.0,30.0,30.0,gold_curated,0.1,48.5,4,1,3,7,190.3,3
Spiraeoside,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,Low,flavonol,curated_smiles,1,0,0,0,58.0,50.0,40.0,40.0,45.0,30.0,30.0,gold_curated,0.1,45.3,3,0,3,7,190.3,4
Epigallocatechin,Oc1cc2c(cc1O)OC(c1cc(O)c(O)c(O)c1)CC2O,Low,flavan3ol,curated_smiles,1,1,0,0,80.0,55.0,45.0,50.0,50.0,35.0,35.0,gold_curated,0.1,54.6,5,1,2,6,130.6,1
Epicatechin gallate,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,Low,flavan3ol,curated_smiles,1,0,0,0,80.0,55.0,45.0,50.0,50.0,35.0,35.0,gold_curated,0.1,54.6,7,1,3,7,177.1,3
Gallocatechin,OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,Low,flavan3ol,curated_smiles,1,0,0,0,80.0,55.0,45.0,50.0,50.0,35.0,35.0,gold_curated,0.1,54.6,5,1,2,6,130.6,1
Pinocembrin,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,Medium,flavanone,curated_smiles,1,1,0,0,50.0,45.0,30.0,25.0,30.0,20.0,20.0,gold_curated,0.1,35.4,2,0,2,2,66.8,1
Liquiritigenin,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,Medium,flavanone,curated_smiles,1,0,0,0,50.0,45.0,30.0,25.0,30.0,20.0,20.0,gold_curated,0.1,35.4,2,0,2,2,66.8,1
Formononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Medium,isoflavone,curated_smiles,1,0,0,0,45.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,38.2,1,0,3,1,59.7,2
Biochanin A,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,Medium,isoflavone,curated_smiles,1,0,0,0,50.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,39.3,2,0,3,2,79.9,2
Puerarin,OCC1OC(c2c(O)cc3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O,Low,isoflavone,curated_smiles,1,1,0,0,50.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,39.3,2,0,3,6,160.8,3
Calycosin,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1O,Low-Med,isoflavone,curated_smiles,1,0,0,0,66.0,50.0,35.0,30.0,35.0,25.0,25.0,gold_curated,0.1,42.7,3,1,3,3,100.1,2
Malvidin,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,Low-Med,anthocyanidin,curated_smiles,1,1,0,0,73.0,55.0,40.0,45.0,40.0,30.0,30.0,gold_curated,0.1,49.6,4,1,3,4,110.7,3
Pelargonidin,Oc1cc2cc(O)cc(O)c2[o+]c1-c1ccc(O)cc1,Low-Med,anthocyanidin,curated_smiles,1,0,0,0,65.0,55.0,40.0,45.0,40.0,30.0,30.0,gold_curated,0.1,47.9,4,0,3,4,92.2,1
Peonidin,COc1ccc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc1O,Low-Med,anthocyanidin,curated_smiles,1,0,0,0,73.0,55.0,40.0,45.0,40.0,30.0,30.0,gold_curated,0.1,49.6,4,1,3,4,101.5,2
Petunidin,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(O)c1O,Low,anthocyanidin,curated_smiles,1,0,0,0,80.0,55.0,40.0,45.0,40.0,30.0,30.0,gold_curated,0.1,51.1,5,1,3,5,121.7,2
Piceatannol,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1O,Low-Med,stilbene,curated_smiles,1,1,0,0,73.0,60.0,50.0,55.0,55.0,45.0,40.0,gold_curated,0.1,57.4,4,1,2,4,80.9,2
Rhapontigenin,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1O,Medium,stilbene,curated_smiles,1,0,0,0,65.0,60.0,50.0,55.0,55.0,45.0,40.0,gold_curated,0.1,55.7,3,1,2,3,69.9,3
Bisdemethoxycurcumin,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,Medium,curcuminoid,curated_smiles,1,1,0,0,75.0,70.0,55.0,65.0,65.0,50.0,50.0,gold_curated,0.1,64.6,2,0,2,2,74.6,6
Demethoxycurcumin,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,Medium,curcuminoid,curated_smiles,1,0,0,0,75.0,70.0,55.0,65.0,65.0,50.0,50.0,gold_curated,0.1,64.6,2,1,2,2,83.8,7
Tetrahydrocurcumin,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,Low-Med,curcuminoid,curated_smiles,1,1,0,0,75.0,70.0,55.0,65.0,65.0,50.0,50.0,gold_curated,0.1,64.6,2,1,2,2,93.1,10
Coptisine,c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,Medium,alkaloid,curated_smiles,1,0,0,0,35.0,40.0,35.0,30.0,45.0,30.0,30.0,gold_curated,0.1,36.1,0,1,3,0,40.8,0
Palmatine,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],Medium,alkaloid,curated_smiles,1,0,0,0,35.0,40.0,35.0,30.0,45.0,30.0,30.0,gold_curated,0.1,36.1,0,1,3,0,40.8,4
Sanguinarine,CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,Medium,alkaloid,curated_smiles,1,0,0,0,35.0,40.0,35.0,30.0,45.0,30.0,30.0,gold_curated,0.1,36.1,0,1,3,0,40.2,0
Magnoflorine,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)C)cc1O,Medium,alkaloid,curated_smiles,1,0,0,0,42.0,40.0,35.0,30.0,45.0,30.0,30.0,gold_curated,0.1,37.6,1,1,2,1,47.9,5
Tetrandrine,COc1ccc(CC2c3cc(OC)c(OC)cc3CCC[N+]2(C)Cc2ccc(OC)c(OC)c2)cc1O,Low,alkaloid,curated_smiles,1,0,0,1,42.0,40.0,35.0,30.0,45.0,30.0,30.0,gold_curated,0.1,37.6,1,1,3,1,66.4,9
Tryptamine,NCCc1c[nH]c2ccccc12,Medium,alkaloid,curated_smiles,0,1,0,0,35.0,40.0,35.0,30.0,45.0,30.0,30.0,gold_curated,0.1,36.1,0,0,2,2,41.8,2
Oleanolic acid,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](OS(=O)(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Medium,triterpenoid,curated_smiles,1,0,0,0,35.0,55.0,40.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.6,0,0,0,2,100.9,3
Betulinic acid,CC(=C)C1CCC2(CC1)C(CCC1(CCC3(C)C(CC1)C3(C)C)C2(C)C(=O)O),Low-Med,triterpenoid,curated_smiles,1,0,0,1,35.0,55.0,40.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.6,0,0,0,1,37.3,2
Ginkgolide B,CC(C)(O)C12OC(=O)C1(C1CCCC(OC3OC(=O)C4C5CC(=O)OC5C(C4=O)C(=O)O3)C1)O2,Low,terpenoid,curated_smiles,1,1,0,0,35.0,45.0,38.0,32.0,38.0,28.0,28.0,gold_curated,0.1,36.6,0,0,0,1,164.3,4
Andrographolide,CC(=CO)[C@H]1CC[C@]2(CO)[C@@H](CC=C(C)[C@H]1[C@@H]2O)C(=C)C=O,Medium,diterpenoid,curated_smiles,1,0,1,0,35.0,50.0,40.0,30.0,40.0,30.0,30.0,gold_curated,0.1,38.2,0,0,0,3,77.8,4
Tanshinone IIA,CC1(C)CC2=CC(=O)c3cccc4c3C2(C1)C(=O)CC4=O,Medium,diterpenoid,curated_smiles,1,1,0,0,35.0,50.0,40.0,30.0,40.0,30.0,30.0,gold_curated,0.1,38.2,0,0,1,0,51.2,0
Cryptotanshinone,CC(C)C1CCC2(CC1=O)c1cccc3c1C2CC(=O)O3,Medium,diterpenoid,curated_smiles,1,1,0,0,35.0,50.0,40.0,30.0,40.0,30.0,30.0,gold_curated,0.1,38.2,0,0,1,0,43.4,1
Carnosol,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O,Medium,diterpenoid,curated_smiles,0,1,0,0,58.0,50.0,40.0,30.0,40.0,30.0,30.0,gold_curated,0.1,43.1,2,1,1,2,66.8,1
Gallic acid,OC(=O)c1cc(O)c(O)c(O)c1,Low-Med,polyphenol,curated_smiles,1,0,1,0,66.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,42.4,3,1,1,4,98.0,1
Protocatechuic acid,OC(=O)c1ccc(O)c(O)c1,Medium,polyphenol,curated_smiles,0,1,0,0,58.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,40.6,2,1,1,3,77.8,1
Magnolol,C=CCc1ccc(O)cc1-c1ccc(O)cc1CC=C,Low-Med,polyphenol,curated_smiles,1,0,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,2,0,2,2,40.5,5
Syringic acid,COc1cc(C(=O)O)cc(OC)c1O,Medium,polyphenol,curated_smiles,1,0,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,1,1,1,2,76.0,3
Vanillic acid,COc1cc(C(=O)O)ccc1O,Medium,polyphenol,curated_smiles,1,0,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,1,1,1,2,66.8,2
p-Coumaric acid,OC(=O)/C=C/c1ccc(O)cc1,Medium,polyphenol,curated_smiles,0,1,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,1,0,1,2,57.5,2
Sinapic acid,COc1cc(/C=C/C(=O)O)cc(OC)c1O,Medium,polyphenol,curated_smiles,1,0,0,0,50.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,38.9,1,1,1,2,76.0,4
Pterocarpus,COc1cc2c(cc1OC)CC(Oc1cc(OC)c(OC)cc1C2)c1cc(OC)c(OC)cc1,Low-Med,polyphenol,curated_smiles,1,0,0,0,35.0,45.0,35.0,35.0,35.0,25.0,25.0,gold_curated,0.1,35.7,0,1,3,0,64.6,7
Ginsenoside Rb1,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1CC[C@@H]1[C@@]2(C)CCC2(C)CC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC12,Low,ginsenoside,curated_smiles,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,14,357.1,16
Ginsenoside Rg1,CC(C)=CCC[C@@](C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1CC[C@@H]1[C@@]2(C)CCC2(C)CC(OC3OC(CO)C(O)C(O)C3O)CC12,Low,ginsenoside,curated_smiles,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,8,198.8,10
Ginsenoside Re,CC(C)=CCC[C@@](C)(O)C1CCC2(C)C1CC[C@@H]1[C@@]2(C)CCC2(C)CC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC12,Low,ginsenoside,curated_smiles,1,0,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,8,198.8,10
Ginsenoside Rd,CC(C)=CCCC(C)(O)C1CCC2(C)C1CC[C@@H]1[C@@]2(C)CCC2(C)CC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC12,Low,ginsenoside,curated_smiles,1,1,0,0,35.0,55.0,45.0,50.0,60.0,55.0,50.0,gold_curated,0.1,48.9,0,0,0,8,198.8,10
Alpha-tocopherol,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,Low-Med,vitamin,curated_smiles,1,1,1,0,42.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,33.3,1,0,1,1,29.5,12
Vitamin D3,CC(C)CCCC(C)C1CCC2C1CCC1=CC(O)CCC12C,Low-Med,vitamin_d,curated_smiles,1,1,0,0,35.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,31.8,0,0,0,1,20.2,5
Calcitriol,CC(C)CCCC(C)C1CCC2C1CCC1=CC(O)CCC12,Low-Med,vitamin_d,curated_smiles,1,1,0,0,35.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,31.8,0,0,0,1,20.2,5
Vitamin K2,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/C)C)C)C)C)C)C)CCC1=C(C)C(=O)c2ccccc2C1=O,Low,vitamin,curated_smiles,1,0,0,0,35.0,30.0,40.0,20.0,35.0,35.0,25.0,gold_curated,0.1,31.8,0,0,1,0,34.1,21
DHA,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCCCC(=O)O,Low-Med,omega3,curated_smiles,1,0,1,0,35.0,60.0,40.0,35.0,50.0,55.0,50.0,gold_curated,0.1,45.7,0,0,0,1,37.3,18
EPA,CCCCC=CCC=CCC=CCC=CCC=CCCCCC(=O)O,Low-Med,omega3,curated_smiles,1,1,0,0,35.0,60.0,40.0,35.0,50.0,55.0,50.0,gold_curated,0.1,45.7,0,0,0,1,37.3,16
Zinc gluconate,OCC(O)C(O)C(O)C(O)C(=O)[O-].[Zn+2],Low,mineral,curated_smiles,1,0,1,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,5,141.3,5
